experiment,participant,item,condition,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
suborq,1240,5,2,5,AND,3,0.210,0,0.210,2.8,193.801,204.45,0,182.59,0.204,201.812,195.880,192.091,185.424,53.853,58.986
suborq,1240,5,2,6,LILLIAN,6,0.410,0,0.410,3.01,187.118,202.01,0.194,173.03,0.371,189.576,191.639,188.998,178.258,54.605,61.132
suborq,1240,5,2,7,HAVE,3,0.190,0.040,0.230,3.42,182.152,186.77,0.083,178.24,0.051,180.163,183.729,183.523,--undefined--,52.912,59.935
suborq,1240,5,2,8,THAT,3,0.170,0,0.170,5.07,178.728,191.24,0.044,165.84,0.123,191.242,188.834,175.490,170.903,54.900,60.634
suborq,1240,5,2,9,MARION,6,0.600,0.140,0.740,5.24,180.190,193.55,0.182,170.02,0.347,183.804,187.490,172.482,174.800,57.474,65.224
suborq,1240,5,2,10,OR,1,0.090,0,0.090,5.98,197.966,198.54,0.072,194.94,0.090,--undefined--,--undefined--,198.206,197.772,59.915,64.926
suborq,1240,5,2,11,BENJAMIN,8,0.480,0,0.480,6.07,189.166,210.71,0.331,101.90,0.224,191.852,173.611,207.748,192.636,58.072,67.244
suborq,1240,5,2,12,AND,3,0.150,0,0.150,6.55,178.229,184.22,0,172.22,0.150,180.871,178.443,178.567,175.034,56.454,61.200
suborq,1240,5,2,13,LILLIAN,6,0.390,0,0.390,6.7,205.797,247.61,0.387,171.16,0.0009,177.178,182.293,210.935,238.317,65.275,72.293
suborq,1240,5,2,14,GO,2,0.110,0.160,0.270,7.78,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,45.131,53.143
suborq,1240,5,3,1,THAT,3,0.090,0,0.090,1.04,193.846,195.78,0.051,190.33,0.083,--undefined--,195.190,195.082,191.967,59.114,66.785
suborq,1240,5,3,2,JEREMY,6,0.620,0.160,0.780,1.13,163.566,307.40,0.083,77.74,0.428,256.074,194.545,155.820,90.894,64.087,79.082
suborq,1240,5,3,3,OR,2,0.160,0,0.160,1.91,211.914,222.67,0.137,193.67,0.041,194.784,202.606,217.204,221.240,64.177,69.948
suborq,1240,5,3,4,BENJAMIN,8,0.560,0.090,0.650,2.07,203.251,218.03,0,191.49,0.513,207.472,204.630,205.610,194.880,64.263,74.824
suborq,1240,5,3,5,AND,3,0.180,0,0.180,2.72,193.404,195.25,0.145,191.81,0.127,--undefined--,194.511,192.801,193.456,64.254,69.927
suborq,1240,5,3,6,LILLIAN,6,0.330,0,0.330,2.9,182.231,196.20,0.090,92.77,0.318,194.156,192.211,185.282,118.885,63.599,67.821
suborq,1240,5,3,7,HAVE,3,0.160,0,0.160,3.23,96.366,107.84,0.113,90.72,0.099,96.277,95.543,97.336,--undefined--,62.811,69.430
suborq,1240,5,3,8,THAT,3,0.180,0,0.180,4.84,178.856,182.47,0.078,173.19,0.093,--undefined--,180.099,173.564,--undefined--,55.100,68.915
suborq,1240,5,3,9,MARION,6,0.600,0.370,0.970,5.02,187.536,203.95,0.191,174.57,0.406,195.770,196.766,178.440,179.494,63.704,69.957
suborq,1240,5,3,10,OR,2,0.230,0,0.230,5.99,235.780,240.41,0.177,220.81,0.113,--undefined--,221.157,234.250,239.190,60.100,74.576
suborq,1240,5,3,11,BENJAMIN,8,0.440,0,0.440,6.22,196.520,235.14,0,180.78,0.422,210.688,191.945,196.640,186.851,65.100,75.084
suborq,1240,5,3,12,AND,3,0.150,0,0.150,6.66,181.497,185.60,0.145,178.66,0.089,181.009,180.507,181.089,183.382,61.221,65.503
suborq,1240,5,3,13,LILLIAN,6,0.280,0,0.280,6.81,136.919,184.49,0,79.32,0.138,180.568,163.325,92.383,101.193,61.980,64.497
suborq,1240,5,3,14,GO,2,0.260,0.060,0.320,7.37,211.433,223.57,0.233,199.30,0.243,--undefined--,--undefined--,--undefined--,211.433,58.358,64.997
suborq,1240,5,4,1,THAT,3,0.110,0,0.110,1.55,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,59.248,63.970
suborq,1240,5,4,2,JEREMY,6,0.330,0,0.330,1.66,203.245,213.50,0.072,195.45,0.268,212.732,206.475,202.054,199.371,69.100,79.969
suborq,1240,5,4,7,HAS,3,0.190,0.050,0.240,1.99,196.981,206.54,0,188.58,0.100,203.885,195.807,191.495,196.151,67.214,72.368
suborq,1240,5,4,8,THAT,3,0.170,0,0.170,3.55,189.329,193.85,0.042,183.27,0.112,193.838,191.990,184.894,--undefined--,58.735,71.567
suborq,1240,5,4,9,MARION,6,0.650,0.210,0.860,3.72,193.477,205.84,0.187,181.77,0.530,202.460,200.834,186.086,184.022,64.769,71.289
suborq,1240,5,4,10,OR,2,0.180,0,0.180,4.58,220.827,229.76,0.154,199.12,0.052,--undefined--,206.160,226.317,229.498,64.708,72.284
suborq,1240,5,4,11,BENJAMIN,8,0.520,0,0.520,4.76,215.756,228.71,0,196.39,0.482,218.840,216.625,217.548,209.007,66.620,77.200
suborq,1240,5,4,12,AND,3,0.260,0,0.260,5.28,189.104,207.18,0.219,92.36,0.072,--undefined--,159.878,201.055,205.680,68.060,73.750
suborq,1240,5,4,13,LILLIAN,6,0.320,0,0.320,5.54,178.891,204.96,0.011,87.40,0.269,203.168,200.655,187.765,123.977,65.418,68.521
suborq,1240,5,4,14,GO,2,0.270,0.100,0.370,6.17,89.410,95.28,0.262,83.76,0.129,89.049,86.660,88.235,94.109,64.139,68.167
suborq,1240,6,1,1,THAT,3,0.090,0,0.090,1.69,189.596,191.71,0.090,187.19,0.072,--undefined--,190.927,190.065,188.702,64.220,67.814
suborq,1240,6,1,2,MARION,6,0.350,0,0.350,1.78,195.378,198.88,0.219,189.00,0.350,194.135,197.334,197.601,192.443,67.345,71.389
suborq,1240,6,1,3,OR,1,0.060,0,0.060,2.13,185.028,189.00,0,180.10,0.060,188.301,186.606,183.836,181.370,64.878,66.069
suborq,1240,6,1,4,BENJAMIN,8,0.530,0,0.530,2.19,157.692,185.59,0.195,76.56,0.477,180.310,182.309,175.567,93.299,61.342,68.803
suborq,1240,6,1,5,AND,3,0.250,0,0.250,2.72,184.896,189.67,0.171,175.24,0.143,--undefined--,--undefined--,184.723,185.109,57.884,64.181
suborq,1240,6,1,6,JEREMY,6,0.400,0,0.400,2.97,184.728,196.29,0.083,167.27,0.327,194.930,189.815,182.812,175.669,63.197,71.022
suborq,1240,6,1,7,HAVE,3,0.150,0,0.150,3.37,183.727,185.95,0,180.65,0.042,183.918,183.439,184.009,--undefined--,58.618,63.861
suborq,1240,6,1,8,THAT,3,0.150,0,0.150,5.37,185.802,194.50,0.033,176.20,0.083,193.790,186.486,177.758,--undefined--,61.937,70.421
suborq,1240,6,1,9,MARION,6,0.440,0.050,0.490,5.52,186.707,191.11,0.242,174.35,0.392,189.314,189.789,187.409,179.608,63.852,68.803
suborq,1240,6,1,10,OR,2,0.160,0,0.160,6.01,187.692,210.38,0.123,88.01,0.068,--undefined--,113.265,206.711,209.957,63.728,71.307
suborq,1240,6,1,11,BENJAMIN,8,0.600,0.150,0.750,6.17,178.727,208.46,0,172.00,0.546,185.727,179.028,178.769,172.616,60.234,71.663
suborq,1240,6,1,12,AND,3,0.210,0,0.210,6.92,171.868,197.68,0.175,81.82,0.043,84.203,150.058,189.953,195.967,64.493,68.713
suborq,1240,6,1,13,LILLIAN,6,0.310,0,0.310,7.13,192.772,202.22,0.292,184.39,0.042,189.888,189.980,193.203,198.018,60.551,63.487
suborq,1240,6,1,14,GO,2,0.250,0.040,0.290,7.72,248.850,262.45,0.212,119.28,0.003,227.952,250.108,254.629,259.970,59.787,64.379
suborq,1240,6,2,1,THAT,3,0.090,0,0.090,1.06,201.719,211.49,0.041,195.53,0.079,--undefined--,210.788,202.732,196.890,69.039,72.758
suborq,1240,6,2,2,MARION,6,0.390,0,0.390,1.15,195.884,202.33,0.248,181.77,0.390,194.845,198.070,201.525,189.096,69.564,73.445
suborq,1240,6,2,3,OR,1,0.130,0,0.130,1.54,104.754,195.93,0.130,74.61,0.046,105.793,77.804,93.500,158.896,64.006,65.859
suborq,1240,6,2,4,JEREMY,6,0.580,0.070,0.650,1.67,175.539,202.32,0.111,96.84,0.510,197.333,194.865,184.135,101.739,64.219,73.040
suborq,1240,6,2,5,AND,3,0.240,0,0.240,2.32,195.662,217.13,0.184,88.55,0.041,109.617,200.401,209.301,212.371,67.936,75.658
suborq,1240,6,2,6,LILLIAN,6,0.360,0,0.360,2.56,196.303,205.92,0,180.93,0.257,202.160,200.573,189.130,187.445,63.481,67.329
suborq,1240,6,2,7,HAVE,3,0.200,0,0.200,2.92,185.131,193.48,0.081,176.66,0.043,183.739,187.090,--undefined--,--undefined--,60.303,66.705
suborq,1240,6,2,8,THAT,3,0.150,0,0.150,4.43,185.074,187.77,0.051,180.52,0.071,--undefined--,185.157,180.520,--undefined--,59.698,68.125
suborq,1240,6,2,9,MARION,6,0.440,0,0.440,4.58,184.998,201.31,0.153,96.62,0.021,157.668,193.681,194.643,188.415,64.822,69.017
suborq,1240,6,2,10,OR,1,0.070,0,0.070,5.02,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,61.206,62.873
suborq,1240,6,2,11,BENJAMIN,8,0.600,0.120,0.720,5.09,185.065,198.88,0.209,165.61,0.401,185.081,193.966,172.901,--undefined--,60.225,73.905
suborq,1240,6,2,12,AND,3,0.190,0,0.190,5.81,194.627,198.41,0.190,191.61,0.081,--undefined--,191.698,193.162,197.293,64.882,68.994
suborq,1240,6,2,13,LILLIAN,6,0.350,0,0.350,6,203.528,216.73,0.350,192.00,0.131,199.380,198.669,205.606,209.347,62.741,66.467
suborq,1240,6,2,14,GO,2,0.260,0.060,0.320,6.64,226.693,237.70,0.230,112.43,0.0005,112.432,228.003,228.856,234.751,59.456,65.734
suborq,1240,6,3,1,THAT,3,0.090,0,0.090,1.93,201.850,219.45,0.033,186.74,0.083,--undefined--,213.742,201.825,192.258,60.090,65.356
suborq,1240,6,3,2,JEREMY,6,0.440,0,0.440,2.02,203.045,208.16,0.113,191.41,0.440,208.161,203.959,203.825,201.269,69.138,81.008
suborq,1240,6,3,3,OR,2,0.190,0,0.190,2.46,180.604,221.62,0.168,84.40,0.018,112.746,90.788,212.545,220.075,65.849,70.291
suborq,1240,6,3,4,BENJAMIN,8,0.550,0,0.550,2.65,205.700,293.89,0.323,183.11,0.533,211.746,205.910,229.369,187.734,66.447,83.105
suborq,1240,6,3,5,AND,3,0.230,0,0.230,3.2,174.574,208.30,0.207,93.54,0.088,107.918,128.506,200.640,205.320,66.759,72.591
suborq,1240,6,3,6,LILLIAN,6,0.430,0,0.430,3.43,200.211,211.13,0.245,175.94,0.400,206.215,209.197,203.747,181.684,67.194,72.041
suborq,1240,6,3,7,HAVE,3,0.190,0,0.190,3.86,193.236,195.70,0.062,190.47,0,193.381,193.833,190.523,191.910,63.433,68.147
suborq,1240,6,3,8,THAT,3,0.140,0,0.140,5.43,158.760,193.64,0.043,85.65,0.118,--undefined--,191.123,184.366,103.780,59.279,67.073
suborq,1240,6,3,9,MARION,6,0.520,0,0.520,5.57,188.259,202.12,0.033,91.79,0.013,178.222,195.289,189.811,192.698,63.901,70.300
suborq,1240,6,3,10,OR,2,0.100,0,0.100,6.09,212.398,217.36,0.075,200.58,0,205.089,212.778,216.261,215.462,68.617,70.033
suborq,1240,6,3,11,BENJAMIN,8,0.460,0,0.460,6.19,192.973,211.64,0,178.61,0.451,200.960,192.502,192.804,185.538,63.276,71.438
suborq,1240,6,3,12,AND,3,0.260,0,0.260,6.65,204.648,218.10,0.257,183.16,0,184.796,193.773,202.831,214.295,63.696,67.298
suborq,1240,6,3,13,LILLIAN,6,0.360,0,0.360,6.91,216.904,222.29,0.360,213.62,0.139,217.644,215.269,216.985,217.716,63.879,65.792
suborq,1240,6,3,14,GO,2,0.270,0.040,0.310,7.57,233.108,242.62,0.230,226.67,0.263,230.647,228.722,235.383,237.802,64.021,68.399
suborq,1240,6,4,1,THAT,3,0.110,0,0.110,1.48,201.709,213.77,0.043,189.26,0.103,--undefined--,212.968,203.370,192.258,65.188,70.854
suborq,1240,6,4,2,JEREMY,6,0.420,0,0.420,1.59,193.315,200.62,0.161,182.52,0.371,198.480,199.181,194.259,186.153,65.219,73.587
suborq,1240,6,4,7,HAS,3,0.220,0.020,0.240,2.01,172.954,201.67,0.047,97.39,0.108,191.906,169.477,126.349,194.746,63.119,69.527
suborq,1240,6,4,8,THAT,3,0.150,0,0.150,4.27,191.033,209.93,0.043,172.87,0.103,--undefined--,199.569,181.359,--undefined--,61.689,69.060
suborq,1240,6,4,9,MARION,6,0.580,0,0.580,4.42,207.793,221.47,0.234,184.96,0.463,202.497,218.528,204.884,188.896,65.180,73.470
suborq,1240,6,4,10,OR,2,0.090,0,0.090,5,232.944,240.42,0.082,220.50,0.023,220.495,226.331,235.280,239.814,70.376,71.837
suborq,1240,6,4,11,BENJAMIN,8,0.670,0.170,0.840,5.09,226.683,281.31,0.525,77.76,0.168,148.174,180.921,255.040,278.703,64.477,76.699
suborq,1240,6,4,12,AND,3,0.220,0,0.220,5.93,209.174,222.62,0.168,187.83,0.053,187.917,197.004,218.584,214.711,69.530,78.083
suborq,1240,6,4,13,LILLIAN,6,0.300,0,0.300,6.15,213.736,261.48,0.300,178.89,0.056,185.378,190.591,226.078,252.896,64.622,68.192
suborq,1240,6,4,14,GO,2,0.060,0,0.060,6.86,316.327,318.66,0,315.82,0.003,316.327,--undefined--,--undefined--,--undefined--,43.073,52.725
suborq,1240,7,1,1,THAT,3,0.120,0,0.120,1.39,217.274,231.04,0.026,190.93,0.114,221.692,225.946,220.849,200.077,68.341,76.483
suborq,1240,7,1,2,MARJORIE,6,0.670,0.100,0.770,1.51,224.571,279.46,0.654,81.29,0.049,172.718,213.095,248.034,268.921,67.683,75.203
suborq,1240,7,1,3,AND,3,0.230,0,0.230,2.28,199.565,218.07,0.197,88.88,0.034,95.015,207.620,210.606,217.052,69.368,75.231
suborq,1240,7,1,4,LOGAN,5,0.420,0,0.420,2.51,224.508,257.08,0.294,206.97,0.111,210.890,211.437,239.359,244.831,66.380,71.700
suborq,1240,7,1,5,OR,2,0.240,0,0.240,2.93,211.266,228.97,0,197.14,0.144,226.663,--undefined--,204.300,213.690,63.721,68.417
suborq,1240,7,1,6,SALLY,4,0.450,0,0.450,3.17,153.990,223.76,0.014,84.02,0.319,222.926,203.484,170.457,92.432,66.864,69.974
suborq,1240,7,1,7,WERE,2,0.120,0,0.120,3.62,90.332,96.62,0.094,87.34,0.071,88.884,89.072,89.929,93.442,59.637,64.214
suborq,1240,7,1,8,THAT,3,0.160,0,0.160,6.24,187.691,191.23,0.044,184.38,0.064,191.227,187.578,--undefined--,--undefined--,58.221,67.845
suborq,1240,7,1,9,MARJORIE,6,0.680,0.360,1.040,6.4,144.946,203.99,0.238,80.02,0.059,167.707,199.315,128.293,90.195,62.224,71.433
suborq,1240,7,1,10,AND,3,0.330,0,0.330,7.44,220.512,229.12,0.262,198.30,0.330,209.965,221.039,226.221,219.828,69.136,76.316
suborq,1240,7,1,11,LOGAN,5,0.460,0.030,0.490,7.77,121.646,198.30,0,86.99,0.168,176.663,89.077,92.453,92.117,59.595,66.969
suborq,1240,7,1,12,OR,2,0.150,0,0.150,8.26,198.069,199.47,0.123,194.67,0.054,--undefined--,195.966,198.897,198.695,63.442,70.344
suborq,1240,7,1,13,MOLLY,4,0.310,0,0.310,8.41,128.514,201.24,0.020,82.50,0.099,193.509,108.890,97.856,97.338,64.297,70.498
suborq,1240,7,1,14,NOMINATED,9,0.610,0.090,0.700,8.85,221.977,256.39,0.541,202.66,0,207.635,212.784,228.569,247.416,61.231,66.362
suborq,1240,7,2,1,THAT,3,0.090,0,0.090,0.84,222.924,238.76,0.025,209.84,0.090,224.512,230.532,222.825,213.829,67.225,74.275
suborq,1240,7,2,2,MARJORIE,6,0.700,0.070,0.770,0.93,195.698,263.56,0.275,84.95,0.598,210.996,247.112,191.212,135.077,66.460,75.254
suborq,1240,7,2,3,AND,3,0.250,0,0.250,1.7,277.096,311.80,0.213,221.39,0.054,222.264,248.048,291.929,309.446,70.661,77.706
suborq,1240,7,2,4,SALLY,4,0.300,0,0.300,1.95,273.050,302.87,0.084,262.78,0.300,--undefined--,281.922,270.798,266.853,73.952,80.040
suborq,1240,7,2,5,OR,1,0.060,0,0.060,2.25,255.541,262.78,0,247.00,0.060,261.684,258.074,253.181,249.223,70.359,71.865
suborq,1240,7,2,6,MOLLY,4,0.250,0,0.250,2.31,233.847,247.00,0,198.08,0.250,238.869,241.670,240.210,214.639,70.660,73.970
suborq,1240,7,2,7,WERE,2,0.070,0,0.070,2.56,195.844,198.08,0,194.30,0.045,196.490,195.954,194.725,196.206,64.725,67.139
suborq,1240,7,2,8,THAT,3,0.160,0,0.160,4.78,196.360,209.09,0.024,190.01,0.056,202.879,192.739,--undefined--,--undefined--,61.211,69.982
suborq,1240,7,2,9,MARJORIE,6,0.720,0.240,0.960,4.94,193.364,243.05,0.262,91.03,0.414,206.678,231.745,153.659,184.392,63.781,74.354
suborq,1240,7,2,10,AND,3,0.380,0,0.380,5.9,228.905,253.30,0.307,91.57,0.069,155.841,226.332,244.079,244.322,66.705,71.385
suborq,1240,7,2,11,LOGAN,5,0.580,0.060,0.640,6.28,191.129,238.71,0.003,97.17,0.524,204.663,193.732,194.695,161.709,63.734,72.080
suborq,1240,7,2,12,OR,2,0.290,0,0.290,6.92,177.902,203.73,0.162,76.06,0.034,83.925,191.572,200.815,198.259,64.484,70.695
suborq,1240,7,2,13,MOLLY,4,0.480,0,0.480,7.21,166.151,200.00,0.015,80.64,0.339,192.741,189.521,163.437,95.284,63.623,68.043
suborq,1240,7,2,14,NOMINATED,9,0.620,0.080,0.700,7.8,149.504,266.86,0.253,94.34,0.009,97.657,192.573,222.106,--undefined--,56.620,63.612
suborq,1240,7,3,1,THAT,3,0.150,0,0.150,0.73,242.206,263.99,0.032,209.34,0.122,256.017,256.665,233.063,211.732,64.137,75.485
suborq,1240,7,3,2,SALLY,4,0.320,0,0.320,0.88,215.987,238.50,0.102,211.82,0.164,--undefined--,222.743,212.591,214.061,73.311,79.715
suborq,1240,7,3,3,AND,3,0.200,0,0.200,1.2,207.005,215.97,0,199.19,0.186,213.455,208.459,205.418,200.689,69.385,72.993
suborq,1240,7,3,4,LOGAN,5,0.300,0,0.300,1.4,194.935,202.27,0.013,181.67,0.272,199.616,198.945,189.861,186.135,64.542,74.219
suborq,1240,7,3,5,OR,2,0.190,0,0.190,1.7,204.479,206.16,0.157,200.52,0.092,--undefined--,200.596,204.179,205.435,62.360,70.458
suborq,1240,7,3,6,MOLLY,4,0.320,0,0.320,1.89,189.037,203.54,0.021,179.41,0.320,196.762,186.098,189.341,183.946,68.240,73.194
suborq,1240,7,3,7,WERE,2,0.120,0,0.120,2.21,174.094,179.41,0,104.75,0.120,176.908,178.043,176.262,165.165,62.347,64.982
suborq,1240,7,3,8,THAT,3,0.150,0,0.150,4.51,179.758,184.73,0.042,176.57,0.082,184.725,180.676,176.663,--undefined--,59.480,67.771
suborq,1240,7,3,9,MARJORIE,6,0.520,0,0.520,4.66,187.727,206.42,0.324,87.77,0.042,164.145,189.187,203.837,194.092,63.489,67.709
suborq,1240,7,3,10,AND,3,0.280,0,0.280,5.18,183.643,202.39,0.212,101.40,0.082,104.359,166.938,198.017,198.343,65.856,72.465
suborq,1240,7,3,11,LOGAN,5,0.260,0,0.260,5.46,197.387,210.60,0.172,188.28,0.252,194.004,196.980,205.760,196.635,64.017,71.013
suborq,1240,7,3,12,OR,1,0.130,0,0.130,5.72,109.426,190.72,0.117,76.04,0.052,--undefined--,77.421,84.218,152.387,63.226,65.615
suborq,1240,7,3,13,MOLLY,4,0.310,0,0.310,5.85,173.501,198.30,0.310,164.65,0.141,170.950,165.598,169.594,187.863,65.302,68.826
suborq,1240,7,3,14,NOMINATED,9,0.630,0.080,0.710,6.27,241.880,280.87,0.472,222.08,0,230.759,239.269,245.326,265.484,61.118,68.120
suborq,1240,7,4,1,THAT,3,0.150,0,0.150,2.12,234.444,246.55,0.044,208.90,0.114,--undefined--,244.455,229.088,208.983,59.033,71.443
suborq,1240,7,4,2,SALLY,4,0.290,0,0.290,2.27,206.110,238.64,0.074,199.18,0.143,238.637,211.606,201.266,203.813,71.594,77.986
suborq,1240,7,4,7,WAS,3,0.130,0,0.130,2.56,206.446,209.69,0.079,203.10,0.023,203.802,206.101,208.990,207.717,66.482,71.655
suborq,1240,7,4,8,THAT,3,0.100,0,0.100,4.92,186.340,191.15,0.044,183.28,0.084,--undefined--,190.429,185.914,183.808,63.306,68.488
suborq,1240,7,4,9,MARJORIE,6,0.620,0.010,0.630,5.02,170.958,199.48,0.213,88.77,0.074,124.312,195.715,177.803,174.553,63.230,69.498
suborq,1240,7,4,10,AND,3,0.140,0,0.140,5.65,183.866,186.61,0.106,181.60,0.074,--undefined--,181.599,183.519,184.288,61.739,67.231
suborq,1240,7,4,11,LOGAN,5,0.350,0,0.350,5.79,185.566,200.66,0.262,175.50,0.350,180.551,182.267,192.355,187.089,61.314,67.394
suborq,1240,7,4,12,OR,1,0.060,0,0.060,6.14,173.435,175.50,0,172.19,0.044,175.050,173.683,172.515,172.493,62.929,63.900
suborq,1240,7,4,13,MOLLY,4,0.350,0,0.350,6.2,183.951,209.00,0.350,172.34,0.0003,174.192,173.936,186.683,200.991,64.448,68.076
suborq,1240,7,4,14,NOMINATED,9,0.630,0,0.630,6.65,233.937,268.63,0.474,224.61,0.068,226.610,228.574,234.542,256.261,60.790,66.013
suborq,1240,8,1,1,THAT,3,0.160,0,0.160,0.86,200.236,212.31,0.048,173.53,0.131,207.560,209.829,196.193,177.365,69.079,78.193
suborq,1240,8,1,2,MARJORIE,6,0.760,0.060,0.820,1.02,225.705,261.30,0.654,89.11,0.041,191.452,213.186,248.145,257.801,65.466,72.270
suborq,1240,8,1,3,AND,3,0.230,0,0.230,1.84,226.869,237.25,0.204,215.53,0.051,215.773,220.065,227.542,235.198,68.658,72.840
suborq,1240,8,1,4,LOGAN,5,0.570,0.060,0.630,2.07,207.129,234.81,0,181.67,0.481,226.336,218.457,192.939,184.356,64.208,72.511
suborq,1240,8,1,5,OR,2,0.150,0,0.150,2.7,183.988,222.01,0.150,75.89,0.031,80.684,155.139,211.127,217.070,65.892,69.928
suborq,1240,8,1,6,SALLY,4,0.390,0,0.390,2.85,206.147,222.26,0.0006,187.81,0.390,220.574,207.854,208.935,200.120,71.801,76.960
suborq,1240,8,1,7,WERE,2,0.080,0,0.080,3.24,183.331,187.81,0,181.29,0.072,185.654,183.687,182.567,181.415,65.331,67.975
suborq,1240,8,1,8,THAT,3,0.120,0,0.120,5.64,188.732,193.46,0.041,181.27,0.101,--undefined--,192.293,189.060,182.842,62.610,69.227
suborq,1240,8,1,9,MARJORIE,6,0.650,0.020,0.670,5.76,188.561,206.61,0.371,93.00,0.085,159.521,196.098,201.532,189.759,64.269,70.927
suborq,1240,8,1,10,AND,3,0.210,0,0.210,6.43,174.823,199.84,0.178,83.03,0.096,--undefined--,98.892,192.210,199.219,60.719,65.430
suborq,1240,8,1,11,LOGAN,5,0.550,0.040,0.590,6.64,190.343,206.43,0.300,175.81,0.511,195.286,190.605,191.632,181.938,59.684,66.863
suborq,1240,8,1,12,OR,2,0.210,0,0.210,7.23,202.992,206.43,0.174,192.51,0.081,--undefined--,196.379,203.953,205.670,61.794,67.433
suborq,1240,8,1,13,MOLLY,4,0.360,0,0.360,7.44,196.925,214.53,0.355,184.17,0.107,194.715,186.725,195.916,210.346,64.093,66.977
suborq,1240,8,1,14,NOMINATED,9,0.650,0.070,0.720,7.91,228.946,258.76,0.491,217.47,0.018,221.159,224.622,229.117,246.842,60.954,65.906
suborq,1240,8,2,1,THAT,3,0.100,0,0.100,0.81,276.699,303.04,0.032,244.85,0.100,--undefined--,295.008,279.086,257.314,65.979,76.251
suborq,1240,8,2,2,MARJORIE,6,0.490,0,0.490,0.91,207.267,244.85,0,194.32,0.282,204.993,202.442,207.893,213.993,68.746,76.121
suborq,1240,8,2,3,AND,3,0.190,0,0.190,1.4,196.875,200.82,0,194.43,0.114,198.260,196.120,195.481,197.693,67.048,73.372
suborq,1240,8,2,4,SALLY,4,0.500,0,0.500,1.59,204.297,231.04,0.436,188.94,0.187,205.927,191.787,200.311,224.264,69.729,74.832
suborq,1240,8,2,5,OR,2,0.200,0,0.200,2.09,202.001,217.86,0.200,185.37,0.071,--undefined--,188.165,201.396,214.563,68.225,73.397
suborq,1240,8,2,6,MOLLY,4,0.410,0,0.410,2.29,191.708,220.65,0.023,173.91,0.243,210.970,178.559,177.184,200.119,66.181,68.658
suborq,1240,8,2,7,WERE,2,0.090,0,0.090,2.7,210.054,212.43,0.086,206.48,0.017,207.040,209.559,211.545,212.071,65.068,66.318
suborq,1240,8,2,8,THAT,3,0.380,0,0.380,5.53,153.443,198.50,0.062,81.91,0.262,191.567,181.791,84.220,85.493,52.433,71.319
suborq,1240,8,2,9,MARJORIE,6,0.610,0,0.610,5.91,198.913,223.45,0.382,177.51,0.179,182.725,182.802,216.529,215.387,63.013,70.833
suborq,1240,8,2,10,AND,3,0.190,0,0.190,6.52,148.100,198.25,0.117,75.24,0.062,--undefined--,88.966,162.326,181.442,64.483,70.488
suborq,1240,8,2,11,LOGAN,5,0.490,0,0.490,6.71,209.421,256.49,0.432,175.15,0.030,176.756,184.252,231.587,250.516,62.691,69.837
suborq,1240,8,2,12,OR,2,0.170,0,0.170,7.2,197.253,232.71,0,185.14,0.132,230.523,--undefined--,186.663,186.776,60.445,65.801
suborq,1240,8,2,13,MOLLY,4,0.310,0,0.310,7.37,179.824,199.86,0.310,171.05,0.151,181.213,173.352,174.545,190.184,60.724,63.330
suborq,1240,8,2,14,NOMINATED,9,0.640,0.080,0.720,7.77,224.564,278.61,0.472,128.93,0.507,240.100,241.836,249.137,139.866,60.757,67.690
suborq,1240,8,4,1,THAT,3,0.160,0,0.160,1.07,282.807,300.82,0.033,237.99,0.113,300.728,295.024,264.604,--undefined--,62.847,78.343
suborq,1240,8,4,2,SALLY,4,0.270,0,0.270,1.23,238.798,258.86,0.083,229.92,0.270,--undefined--,244.723,238.338,234.284,76.883,82.676
suborq,1240,8,4,7,WAS,3,0.090,0,0.090,1.5,221.311,229.92,0,213.01,0.090,227.287,222.182,218.956,216.817,67.537,74.130
suborq,1240,8,4,8,THAT,3,0.120,0,0.120,3.61,185.223,191.57,0.039,177.61,0.106,191.070,189.855,185.513,179.977,61.418,66.306
suborq,1240,8,4,9,MARJORIE,6,0.630,0.010,0.640,3.73,198.576,217.02,0.343,183.28,0.563,192.964,209.781,204.803,188.463,65.264,72.780
suborq,1240,8,4,10,AND,3,0.300,0,0.300,4.37,204.010,210.03,0.213,196.56,0.073,196.607,200.924,207.573,204.192,65.698,72.590
suborq,1240,8,4,11,LOGAN,5,0.480,0.040,0.520,4.67,166.855,202.02,0.172,87.86,0.403,197.419,199.596,150.310,91.899,63.809,72.203
suborq,1240,8,4,12,OR,2,0.150,0,0.150,5.19,218.518,221.36,0.116,209.89,0.053,--undefined--,213.948,220.162,220.124,65.167,70.232
suborq,1240,8,4,13,MOLLY,4,0.500,0,0.500,5.34,192.794,219.41,0.016,79.66,0.447,209.658,203.443,198.260,148.629,68.805,75.483
suborq,1240,8,4,14,NOMINATED,9,0.620,0.180,0.800,5.99,93.804,104.55,0.268,75.91,0.283,92.518,95.036,--undefined--,--undefined--,57.401,65.810
